filename,exists,size_bytes,english_variant,english_variant_exists,japanese_variant,japanese_variant_exists,status,english_ocr_sample
ch04-distribution-random-world-map-ja.webp,True,391084,ch04-distribution-random-world-map-ja-en.webp,False,ch04-distribution-random-world-map-ja.webp,True,localized_variant,\y SH: FYILRROLS AR BAT SAIC. MEDERVRLERZHS. e e RE Auta siete EER BORROWERS. | 0 Be tee wt atc es 1BOR RIS wy N oe fo Met Fee cee & 1208. (es fidbe thse | A4VERES ite os Seat (BEE) jal a is lea GB wo be aw MMSnKiE (HFLROM 5 Sie) Bernoulli
ch04-eigen-pca-direction-map-en.webp,True,212848,ch04-eigen-pca-direction-map-en.webp,True,ch04-eigen-pca-direction-map-en-ja.webp,False,localized_variant,Finding special directions that stay invariant under change Eigenvectors are special directions that only get scaled by a transformation. PCA chooses the most important directions to keep the most information. 1. Linear transformation 2. PC
ch04-eigen-pca-direction-map-ja.webp,True,165024,ch04-eigen-pca-direction-map-ja-en.webp,False,ch04-eigen-pca-direction-map-ja.webp,True,localized_variant,"FILO PCAIFSFEOA ERG (TOL) BAe (LwsnkeeM) aie ep alee A —Bonras THE ROF—J (RF) MEREDS an ° a 00 kh. | BEE 5 e e...| ° or re ffa*. Peon, le © © 06%, $5 x @ = 3 e ere a e ry a AR ° ° H se, 9 Og ° e & e ° ~e ° pare) ND ANI hI ae ia eo eo SAIN, "
ch04-gradient-descent-iteration-loop-en.webp,True,383424,ch04-gradient-descent-iteration-loop-en.webp,True,ch04-gradient-descent-iteration-loop-en-ja.webp,False,localized_variant,"Gradient Descent Loop Training is repeated small downhill updates on loss, not one calculation. Compute gradient Loss learning rate Find the steepest Fan Controls how large upward direction. ot each step is. aaa n., VL \ Se i small step Sa "
ch04-gradient-descent-iteration-loop-ja.webp,True,466502,ch04-gradient-descent-iteration-loop-ja-en.webp,False,ch04-gradient-descent-iteration-loop-ja.webp,True,localized_variant,"us 4 . aC KE FO I-7 PBlt-ECRDST. loss OFYREDS HORE, ) gradient £38 © learning rate loss ORS 1BOKESE BAZAMERT. ROS. . -—— Vl Z AN ayy Fatal 4 AS Wf @ Te \\ STFS CBW ERS i/o KETESCARE @RHrnie [oi y— \ Cea ROMRAAEIT |\V/ Os \\ <2 SIO /A\))1 \ "
ch04-gradient-parameter-knobs-map-en.webp,True,277644,ch04-gradient-parameter-knobs-map-en.webp,True,ch04-gradient-parameter-knobs-map-en-ja.webp,False,localized_variant,"° ° ° ° ° A Multi-Parameter Model is Like a Machine with Many Knobs Partial Derivatives and Gradients Help Us Tune for the Best Outcome 5 > = * | MODEL CONTROL PANEL | © t THE LOSS LANDSCAPE i Ps ————"" Oss = : __ ee OUTPUT (higher is worse)"
ch04-gradient-parameter-knobs-map-ja.webp,True,291284,ch04-gradient-parameter-knobs-map-ja-en.webp,False,ch04-gradient-parameter-knobs-map-ja.webp,True,localized_variant,"— %: . = fa SReEDRODES SB BNDX-DETFIL = KK EANDDESEHIOEM ° = BNFZXA-IODIA—-E—-VY vy (EFI) J BOK a [ «a | ane | om | imme | en ies ihinai CLEATS! (GG) (de) (g) (®) (bar) DEHEHT LC, RORRVKEDS |! g a x 3) @ BIE ok te a y zi ae |e Py yy OAD kkk"
ch04-hands-on-evidence-pack-en.webp,True,240316,ch04-hands-on-evidence-pack-en.webp,True,ch04-hands-on-evidence-pack-en-ja.webp,False,localized_variant,"CHAPTER 4 What should remain after finishing a math workshop so we can prove we really know how to use it? (7% REPRODUCIBLE EVIDENCE-BASED REVIEWABLE ) Anyone can rerun Results, traces, and Clear artifacts that and verify. visuals you can t"
ch04-hands-on-evidence-pack-ja.webp,True,265758,ch04-hands-on-evidence-pack-ja-en.webp,False,ch04-hands-on-evidence-pack-ja.webp,True,localized_variant,"B43: RFI7-AravFORWMNy7 WVAIVTEBAKBE MFI-DrayvIeBarae, - = = - HBCHASE RMAT SEO oo ze FEES EUYA? \ HE THE BELeER- BECeSEMe, 7 om BIRCH CRLELES. = BELO BRERRTS pu (=) READMEMud KODAVYFE i ee ee. vector_similarity.csv * ! ART REO FUEO RM wt . "
ch04-hands-on-gradient-descent-loop-en.webp,True,137116,ch04-hands-on-gradient-descent-loop-en.webp,True,ch04-hands-on-gradient-descent-loop-en-ja.webp,False,localized_variant,"e e Gradient descent is ~» the smallest rhythm _ 7 o_o — of model training. ~ start v new x (current parameters) (updated a parameters) 774, loss function + - J ‘ ‘ repeat © 1 lower loss s\n ‘ move in the direction (Vloss) N of steepest des"
ch04-hands-on-gradient-descent-loop-ja.webp,True,203132,ch04-hands-on-gradient-descent-loop-ja-en.webp,False,ch04-hands-on-gradient-descent-loop-ja.webp,True,localized_variant,* e 4) fic! Fix (Gradient Descent) EF IF ROR EIN-T RBI-TF ia _ FRRHHR (loss curve) @ BEONSx-2x Sead [e) xX fe) step 0 (e} ad Sy step 1 J An = == step 2 (2) FRXPAX (loss function) | Be 4 L ‘eo... x L(x) ce x) Se. final eERLT ay __} Siang oe
ch04-hands-on-math-workshop-route-en.webp,True,317146,ch04-hands-on-math-workshop-route-en.webp,True,ch04-hands-on-math-workshop-route-en-ja.webp,False,localized_variant,ped Chapter 4 rence a Pp px v_ Math Workshop Roadmap »Q) 4 TURN FORMULAS INTO RUNNABLE EVIDENCE. ( — \\ Al Tt 4 d 6...” ( Build evidence youcanrun. ) __-’-- ae 5 N = Value @ pir > python small.py { nums.csv | 1 chee 2+3=5 2 results. hum ers
ch04-hands-on-math-workshop-route-ja.webp,True,286322,ch04-hands-on-math-workshop-route-ja-en.webp,False,ch04-hands-on-math-workshop-route-ja.webp,True,localized_variant,"=z ALS 2 om B48 BFREI-I3y s ) 2 4 S= BT HE toe -7KS Reh ASR RITATEMEEMICREAS v Le} A_S @® DB OMRW S-StA CSV ORK SEB $ python calc.py XY, 2 EF SHNS @.1 + 0.2 = 0.300000000 0.1,0.2,0.3 gue >= NS BE BUBE EDT. 0.3 - 0.2 = 0.099999999 0.2,0.4,0."
ch04-hands-on-probability-simulation-flow-en.webp,True,180480,ch04-hands-on-probability-simulation-flow-en.webp,True,ch04-hands-on-probability-simulation-flow-en-ja.webp,False,localized_variant,"Probability should be observed through repeated samples, nota single outcome. true probability @e2 P(@) = 0.70 @@ @® (7 blue out of 10) @ee@ random samples hs random sampler Batch 1 Batch 2 Batch 3 Batch k @00080@ @0@000@ ©0000 a @0000@ @@0"
ch04-hands-on-probability-simulation-flow-ja.webp,True,241020,ch04-hands-on-probability-simulation-flow-ja-en.webp,False,ch04-hands-on-probability-simulation-flow-ja.webp,True,localized_variant,HIS IE OGRs Thda< HROIRLI CHRIS RMORLYVAVECECEC BMENKHASROREICAIUTWC BOWE true probability Bl: AT VORMDHSHE p=0.6 Seesf SYALUYYTIL nome pore. random samples UIA TERO RS + + + NYF1 NyF2 WHF (n = 10) (n = 10) (n = 10) 6 O®O® || ©@O6O08@|/OG0@
ch04-hands-on-vector-similarity-flow-en.webp,True,178660,ch04-hands-on-vector-similarity-flow-en.webp,True,ch04-hands-on-vector-similarity-flow-en-ja.webp,False,localized_variant,"e e e Vector similarity: ° ee ee which topic is most similar? ye Vector similarity is not about memorizing formulas, ~ but about answering which object is more similar. query vector EEEEEE topic vector A topic vector B topic vector C EREEE "
ch04-hands-on-vector-similarity-flow-ja.webp,True,250804,ch04-hands-on-vector-similarity-flow-ja-en.webp,False,ch04-hands-on-vector-similarity-flow-ja.webp,True,localized_variant,"o ATbIVEW Es PAS = 3 ~ 7 v EN xt fe au Clad iw < . = ty ny = COWRA LY UTWSPEASEO GG, query vector 0.35 Q PUCUTHS ? ee 0.44 ad a °.% -HEERS -HEERS -KEtHS HHOFRB eee (2) RetBE [vy] norm [vy] norm | (vy) norm ? RotBE RIEBS RIBS Q ¥v v ¥v => (3"
ch04-information-theory-loss-map-en.webp,True,226670,ch04-information-theory-loss-map-en.webp,True,ch04-information-theory-loss-map-en-ja.webp,False,localized_variant,From surprise to loss function Cross-entropy is not a sudden API—it's a tool for measuring the distance between distributions. | 1) FROM SURPRISE TO e UNCERTAINTY OF 3] COMPARING TWO 4) CONNECTING TO INFORMATION DISTRIBUTIONS DISTRIBUTIONS
ch04-information-theory-loss-map-ja.webp,True,236040,ch04-information-theory-loss-map-ja-en.webp,False,ch04-information-theory-loss-map-ja.webp,True,localized_variant,"TH Rie ia D5 A KEK gu] B24 Behe an D5 Fa ADE ARs : | > a aeaeere | © raxt-rtoe- = © saancemenon | OQ xerypoe- Kae t EREORREEREDAS PAMBWEE ER (FMLICC) ER (HOM) CFHOTFH ERAS «—- BAR TIA, ROASSEMDIA Hien ‘i ee RWS NA =ahe pe Uae KEW ee : . (OH"
ch04-linear-algebra-chapter-flow-en.webp,True,352108,ch04-linear-algebra-chapter-flow-en.webp,True,ch04-linear-algebra-chapter-flow-en-ja.webp,False,localized_variant,"Linear Algebra Learning Path First see what each object does inside Al code. Papa ps % a"" ee ORS i ea a | 1) vector # one sample (features) This is one object. One sample x = [0.8, 1.2, -0.3] ’ written as af) 0.8 | 1.2 | -0.3 Rule: numbers."
ch04-linear-algebra-chapter-flow-ja.webp,True,305396,ch04-linear-algebra-chapter-flow-ja-en.webp,False,ch04-linear-algebra-chapter-flow-ja.webp,True,localized_variant,"3 {i 1 PABWOF BAIb—h BATLIFEA Al OA-—FCMETSNERS. 1. vector 4.96 | mr 0.80 | 190 YTVE <a o> > | o10 | SEWNICTS. a 0.70 2.mawix 7, 6 Ff _ | x; | 0.20 | 0.80 | 0.10 | 0.70] | <M vector & | 0.90 030/040 020] | MAIET—IH. X: | 0.10 | 0.40 | 0.80 "
ch04-linear-algebra-roadmap-vertical-en.webp,True,119992,ch04-linear-algebra-roadmap-vertical-en.webp,True,ch04-linear-algebra-roadmap-vertical-en-ja.webp,False,localized_variant,Linear Algebra Study Loop L |Z Vectors Ran --> representation 2 e | Matrices batch transform 3 e i Eigenvalues >* principal directions 4 sex Vector Spaces — structure G From data representation to principal structure
ch04-linear-algebra-roadmap-vertical-ja.webp,True,113170,ch04-linear-algebra-roadmap-vertical-ja-en.webp,False,ch04-linear-algebra-roadmap-vertical-ja.webp,True,localized_variant,AAS BT 0 Wa RIBIL (ly F—5RS 8 See +75 FLOTHIB © J. wala i [™ $a5m O | none ee ee G F-yaRH5eEMe.
ch04-matrix-batch-transform-flow-en.webp,True,165522,ch04-matrix-batch-transform-flow-en.webp,True,ch04-matrix-batch-transform-flow-en-ja.webp,False,localized_variant,° A matrix lets a model process a batch of samples at once. Machine learning and neural network code often uses X @ W for batch processing. Single sample Batch of samples Weight matrix W Predictions / Next layer Sample matrix X Weight matri
ch04-matrix-batch-transform-flow-ja.webp,True,229418,ch04-matrix-batch-transform-flow-ja-en.webp,False,ch04-matrix-batch-transform-flow-ja.webp,True,localized_variant,m= 1IOHYVTNW Ry SO (Ett) O18 Ny F UEOR* Hor-7 158 FARR Y 5 s = = (KLISROBORR) a ea PIUTWE Yo TIITW X Bas iT9 W FAR: WY FTA N) x (HARI m) vlad eid FEDS HAR: IN FFL N) x (Hd) HAR: (HEB d) x (HHIDRTEEL m) [21]-03] [1.0] oe wary | ana | ~ | sam
ch04-matrix-multiplication-shape-rule-en.webp,True,327668,ch04-matrix-multiplication-shape-rule-en.webp,True,ch04-matrix-multiplication-shape-rule-en-ja.webp,False,localized_variant,"Matrix Multiplication Shape Rule Inner dimensions must match; outer dimensions become the result. A:mxn | B:nxp pee rmanrnceetiin nner n ee Rows of samples, n features. Giheawiee n inputs, p outputs. 3 dimensions 2 poe ey must match. ‘SEE a"
ch04-matrix-multiplication-shape-rule-ja.webp,True,327364,ch04-matrix-multiplication-shape-rule-ja-en.webp,False,ch04-matrix-multiplication-shape-rule-ja.webp,True,localized_variant,"6™= Eo {757M shape rule AMORA —RL. AMORA BRICES. A:mxn B:nxp m 47® sample. n features. n inputs, p outputs. mem ARO n }1| 2 —J} 20208 15 | 6 -HIShE0HS, (LS A = [[1,2,3],[4,5,6]] B = [[1,2],[3,4],[5,6]] 2x3 - 3x2 C:mxp | A 4-3 HORTA TRS 0 PU"
ch04-probability-bayes-update-flow-en.webp,True,358524,ch04-probability-bayes-update-flow-en.webp,True,ch04-probability-bayes-update-flow-en-ja.webp,False,localized_variant,>. HOW BELIEFS UPDATE WHEN NEW EVIDENCE ARRIVES | >. L a Probability is not just 0 or 1 — it’s a degree of belief that can change. NS — — wnnieleemem Ti 1 HOW THIS APPLIES Sa QUESTION | | NEW EVIDENCE UPDATE BELIEF a }} Clues arrive and add
ch04-probability-bayes-update-flow-ja.webp,True,276748,ch04-probability-bayes-update-flow-ja-en.webp,False,ch04-probability-bayes-update-flow-ja.webp,True,localized_variant,"= . Vi FI PTISC SENS? Cones) SF LER CH 2 ae ee : 2SNEDS ee S we RMCeUTERENS | SLUEER ecb he REX i RELA (HtIEADRA) » favem >. 2 . ees \ Sine RBB are ws0wd) EEADSEU (- |e E a > On? 9)"" 9)"" A i> 2am 20% Be —f S (i GY xuteee At XBR HE OEE 2 ARs"
ch04-probability-chapter-flow-en.webp,True,391778,ch04-probability-chapter-flow-en.webp,True,ch04-probability-chapter-flow-en-ja.webp,False,localized_variant,"Probability and Statistics Path Understand confidence, data variation, and where loss comes from. 8 Single Bernoulli Trial @) probability Fay ce WARGO aoe How likely is ——~ AS an this event? 2 = Outcome H ) (2) Many Trials — Distribution OO"
ch04-probability-chapter-flow-ja.webp,True,341748,ch04-probability-chapter-flow-ja-en.webp,False,ch04-probability-chapter-flow-ja.webp,True,localized_variant,"fe itstOFAIL—b YLa confidence, F—ZOHEN, loss OH HZERIS. 1 [Ani imowm | (ae mRERT —_ me | . P(#) = 1/2 | g . ore <-~ BurAt aN k = probability Sa) | aecioms Pe ARLO/ TIC F ry By seo RY, COBRIECAS BU = | ETI. 341 BRS 1/2 = 0.5 a 2 (A: $<OmE (n"
ch04-probability-history-foundations-map-en.webp,True,352112,ch04-probability-history-foundations-map-en.webp,True,ch04-probability-history-foundations-map-en-ja.webp,False,localized_variant,"‘a = ia 0 te Om, : EBs? * <1 From uncertainty to trainable models: | ate If of Ideas ~ = ict) H 5 Ay Nee 7 = the statistical foundations =o gal --- E : BS Modern Vole -- ts. Lee tin > Moder ert le AT Models Bayes @. MLE © EM @_ Shannon fog "
ch04-probability-history-foundations-map-ja.webp,True,209398,ch04-probability-history-foundations-map-ja-en.webp,False,ch04-probability-history-foundations-map-ja.webp,True,localized_variant,"_ ~ 24 a = he iS REE REDS FBT RESET IATA S MHORE Shannon 0 Bayes @ MLE © EM 4] information theory PLU GEM CH BH F-IDSOREHITIE nee FHREE entropy CHS NIX-PCHE FA > BE CRI HR P(x) 7 ery ea _---<—v-e ""i een Lox eee N ee ee Lo oid ~£-6% x eno | "
ch04-probability-roadmap-vertical-en.webp,True,131026,ch04-probability-roadmap-vertical-en.webp,True,ch04-probability-roadmap-vertical-en-ja.webp,False,localized_variant,Probability & Statistics Study Loop wy @ = Probability . @) uncertainty J eS J\. Distributions ‘Guay patterns 3 ] Q Inference 4 ) ‘r: Information Theory ‘os loss Ww) © Ci From uncertainty to loss functions
ch04-probability-roadmap-vertical-ja.webp,True,125830,ch04-probability-roadmap-vertical-ja-en.webp,False,ch04-probability-roadmap-vertical-ja.webp,True,localized_variant,: eS & tet FRITZ ONL: <@ xemsete aay NO-Y HE ep ° lean ‘ele Be Ww © G Ae M SWAB
ch04-pvalue-null-distribution-en.webp,True,183516,ch04-pvalue-null-distribution-en.webp,True,ch04-pvalue-null-distribution-en-ja.webp,False,localized_variant,How unusual is this result if no real difference exists? mn n=1000 (mm n=1000 Assume A and B CTR = 10% CTR = 12% are equal. Null distribution ! Observed result Simulate expected i Place the real random differences. experiment on the curve.
ch04-pvalue-null-distribution-ja.webp,True,231462,ch04-pvalue-null-distribution-ja-en.webp,False,ch04-pvalue-null-distribution-ja.webp,True,localized_variant,"HO D&X& TO p-value AHAICERBWES, COMRIZSENIEEBLWA, Ao BD BURIY A&BItHte RORDY ibe eR CTR 10% CTR 12% nulldistribution age | BAOZODBERZ. KBERE | HREICB<. Saizn bas LW N\|_ tail area ' TOMA p-value. 0 ; = (B-AO#) p=0.01%5 | A, p=0.3%5 | L\ HO "
ch04-statistical-inference-data-to-parameter-en.webp,True,262722,ch04-statistical-inference-data-to-parameter-en.webp,True,ch04-statistical-inference-data-to-parameter-en-ja.webp,False,localized_variant,"rT / a, . . . we | i) = Statistical Inference: Finding the Most Reasonable Explanation ee ul il N a What parameter a ° . Observed Data f best explains the data? ’ Validate & Decide eee Samples ; fe Hypothesis Test ey eFoues. Neaitbation Inf"
ch04-statistical-inference-data-to-parameter-ja.webp,True,187616,ch04-statistical-inference-data-to-parameter-ja-en.webp,False,ch04-statistical-inference-data-to-parameter-ja.webp,True,localized_variant,"ot ay Oo —_ F—-ADSBNDX—-AN Cm eo BIR ABT NIX—-FRB F—-FicmERSHE HARE ee e oe ° 56 ite Peat 1 | * to gbett WER STB Sit, | wae 134-9 A | yee »> (BBB) (#43) | 7 fe | sRH 2 Sd a ae oe ea? ar i, fyy| | apsar | NS5X-9C | Said He MR i) ssc JAXDH SN"
ch04-study-guide-math-minimum-loop-en.webp,True,250564,ch04-study-guide-math-minimum-loop-en.webp,True,ch04-study-guide-math-minimum-loop-en-ja.webp,False,localized_variant,"a —__ Goal fe . For the first pass at math, | | Aide iow © 7 ator Now: Beginners: ~ h d ] ° ope ~ * Proof detail UKs were. - focus on only three model intuitions. ibe a Build in eS 9. derivations | with diagram = * Getting stuck | and code."
ch04-study-guide-math-minimum-loop-ja.webp,True,299266,ch04-study-guide-math-minimum-loop-ja-en.webp,False,ch04-study-guide-math-minimum-loop-ja.webp,True,localized_variant,A) kr vs % 4 FX : EFis Oo oe +. B-taO MF ls SOMBRE Caeser ) Og a I III I I IT gg IO IO IO IO BReoML ® . a kk + : @Q NAb / 4554 @ 2e# / Hit © # / Ae ( F-IEHRCE RRIF ) (RMRRECTMBESR ) OX IECSBRFBDERT Aue LD note ollie #0) J coo? —> aang t\ >
ch04-svd-intuition-vertical-en.webp,True,246226,ch04-svd-intuition-vertical-en.webp,True,ch04-svd-intuition-vertical-en-ja.webp,False,localized_variant,SVD Singular Value ) Decomposition (ee [Wie me] J M=USV S] G — eee 3 PROBLEM A matrix transformation Hard to understand! looks complicated. Input space Output space BS => Hi ° rotated transforms Oger © skewed ® step 1: v7 Change the viewpoi
ch04-svd-intuition-vertical-ja.webp,True,248800,ch04-svd-intuition-vertical-ja-en.webp,False,ch04-svd-intuition-vertical-ja.webp,True,localized_variant,SVD Singular Value Decomposition « Qe i Wi T | ¢ A __* a A — =I QO Aa HRLIKSU! {TFBS RAS. Th ie & > Hy Eee] _ M aaa. —— il ° Be ula BR + RUA Eat + Be { BD 2zeri:v? PURZEAS. BSNSre z erence PSMERDIIS. ANZ wim | V BRenmIcHAES5 ai eswencis | (
ch04-vector-ai-meaning-map-en.webp,True,244648,ch04-vector-ai-meaning-map-en.webp,True,ch04-vector-ai-meaning-map-en-ja.webp,False,localized_variant,e e Vectors: Information Cards for Al Computable representations of meaning Ce —> (20ers —> @3 A Gecseruco Sema ©) Real-World Al Applications = - Enchittaniisientoded Measuring Semantic Similarity . . User Profile as a numeric vector Recomm
ch04-vector-ai-meaning-map-ja.webp,True,260250,ch04-vector-ai-meaning-map-ja-en.webp,False,ch04-vector-ai-meaning-map-ja.webp,True,localized_variant,"<7 b —kK aN ILIE Al Ola A—E BOO SIRENF bIVICBIAL, Al 4S (BUR) SIN THIS ONFhMeLYA-HK (He0xE-) ONTHALELRUTHREBRTS a—¥— tit BUEN BIL (Gl: SRTOND kav) AFORSARROUES AR (AR ) : 228 i Gites ) A-B = |A||Blcosé | et Pate [0.18, -0.27, 0.71,-0.08, 0."
ch04-vector-norm-unit-vector-en.webp,True,258460,ch04-vector-norm-unit-vector-en.webp,True,ch04-vector-norm-unit-vector-en-ja.webp,False,localized_variant,"Vector Norm and Unit Vector Norm measures length; normalization keeps direction. y Vector [3, 4] 5 A point and direction from origin. (3,4) 4 a eee } Right triangle 3 vail 3 and 4 create length 5. 5 a = np.array([3, 4]) 2 tg sqrt(al@]**2 + "
